uppercase,exclamation,has_exclamation,question,words_per_sentence,adj,adv,noun,spell_errors,lexical_size,polarity,number_sentences,len_text,swear_words,label
0.1,0.0,0.0,0.01,7.6,0.0,0.05,0.16,0.11,36,0.3,5.0,208.0,0,1.0
