uppercase,exclamation,has_exclamation,question,words_per_sentence,adj,adv,noun,spell_errors,lexical_size,polarity,number_sentences,len_text,swear_words,label
0.12,0.0,0.0,0.0,18.0,0.0,0.0,0.06,0.06,18,0.5,1.0,125.0,0,1.0
