uppercase,exclamation,has_exclamation,question,words_per_sentence,adj,adv,noun,spell_errors,lexical_size,polarity,number_sentences,len_text,swear_words,label
0.19,0.01,1.0,0.0,21.0,0.04,0.04,0.1,0.07,80,0.6,5.0,641.0,0,1.0
