uppercase,exclamation,has_exclamation,question,words_per_sentence,adj,adv,noun,spell_errors,lexical_size,polarity,number_sentences,len_text,swear_words,label
0.06,0.0,0.0,0.0,13.67,0.02,0.0,0.07,0.07,31,0.3333333333333333,3.0,280.0,0,1.0
