uppercase,exclamation,has_exclamation,question,words_per_sentence,adj,adv,noun,spell_errors,lexical_size,polarity,number_sentences,len_text,swear_words,label
0.11,0.0,0.0,0.0,8.67,0.02,0.06,0.06,0.06,42,0.5833333333333334,6.0,322.0,0,1.0
