uppercase,exclamation,has_exclamation,question,words_per_sentence,adj,adv,noun,spell_errors,lexical_size,polarity,number_sentences,len_text,swear_words,label
0.38,0.01,1.0,0.01,11.14,0.01,0.01,0.08,0.03,63,0.6428571428571429,7.0,416.0,0,1.0
