uppercase,exclamation,has_exclamation,question,words_per_sentence,adj,adv,noun,spell_errors,lexical_size,polarity,number_sentences,len_text,swear_words,label
0.08,0.0,0.0,0.0,16.33,0.02,0.0,0.12,0.0,41,0.0,3.0,303.0,0,1.0
